0,1,2
15.275191,0.16369409926838638,1
28.553134999999997,0.7821866991133235,1
48.484384000000006,1.904068542007203,1
65.173694,0.6463331580619954,1
81.757192,-0.8310793187209258,1
100.580759,-0.199829477660245,1
118.5039,-0.9420814456294767,1
136.304348,-0.9928703894048936,1
156.55338899999998,1.9311379436581035,1
173.92258,0.1321630347256469,1
191.92016,0.7823231659524044,1
209.085143,-0.6508242847092877,1
226.293409,0.8007526111972483,1
243.94254500000002,0.32896908807948316,1
261.97923199999997,0.17677404442125202,1
282.754519,-0.6619463320943958,1
299.251639,0.031102918417208768,1
317.816676,-1.0365670712786557,1
334.77507099999997,-1.1239636460106286,1
352.80053799999996,-1.2151708565374129,1
371.647621,1.5121767202180638,1
389.742842,0.764995088373556,1
406.174227,-0.47981929414901003,1
427.078679,1.0151813499531255,1
442.566785,-0.35335065789589915,1
459.719266,-0.02175711032779171,1
480.091409,1.5594648881979953,1
495.904521,-0.684682510231416,1
514.595311,-0.019793593337248675,1
533.375002,0.17313037981778728,1
551.5105440000001,-1.1320753954748306,1
568.86448,-1.4098086926420843,1
588.248827,-0.13565313697097378,1
606.061357,1.4389935681494412,1
622.958583,-0.42765444353721105,1
641.703087,0.3250187744611424,1
658.695293,-0.37194306060152804,1
677.879071,-1.2353013207940966,1
695.112516,1.9024502058449235,1
713.890391,-0.5048007531619703,1
732.129546,-0.9090179387584677,1
748.207069,-0.6835715096120735,1
768.0065910000001,-0.9557072581386664,1
787.190283,3.4597423427647866,1
803.228959,-0.9772866791279465,1
821.551117,-0.19201795524202137,1
839.8514460000001,-1.1006141698438558,1
857.0807990000001,0.20804903295418664,1
875.029224,0.9108420157761802,1
892.8302550000001,-0.07254123762653529,1
911.909074,-0.5840045010724049,1
930.233326,-0.7095499792964378,1
947.0895220000001,0.25984542310046693,1
964.281425,-0.5941110746255273,1
