0,1,2
8.224862,0.16369409926838654,1
26.514996999999997,0.7821866991133238,1
44.50479,1.9040685420072037,1
62.512753000000004,0.6463331580619956,1
80.51938,-0.8310793187209259,1
98.727378,-0.19982947766024492,1
116.536177,-0.9420814456294768,1
134.54433,-0.9928703894048937,1
152.75122,1.9311379436581042,1
170.53814599999998,0.13216303472564706,1
188.546948,0.7823231659524047,1
206.554874,-0.6508242847092877,1
224.761725,0.8007526111972486,1
242.57032,0.32896908807948333,1
260.57966400000004,0.1767740444212522,1
278.78724700000004,-0.6619463320943958,1
296.77605800000003,0.03110291841720891,1
314.784002,-1.0365670712786557,1
332.790744,-1.1239636460106286,1
350.597612,-1.2151708565374129,1
368.804466,1.5121767202180645,1
386.612487,0.7649950883735563,1
404.819315,-0.47981929414901003,1
422.826112,1.015181349953126,1
440.633093,-0.3533506578958991,1
458.622107,-0.021757110327791578,1
476.828799,1.559464888197996,1
494.835845,-0.684682510231416,1
512.842383,-0.019793593337248543,1
530.651308,0.17313037981778745,1
548.65819,-1.1320753954748306,1
566.665083,-1.4098086926420843,1
584.671971,-0.13565313697097367,1
602.678434,1.4389935681494417,1
620.8878940000001,-0.42765444353721105,1
638.675531,0.3250187744611426,1
656.8836759999999,-0.371943060601528,1
674.6923929999999,-1.2353013207940966,1
692.899149,1.9024502058449242,1
710.707163,-0.5048007531619703,1
728.91418,-0.9090179387584678,1
746.723594,-0.6835715096120735,1
764.71362,-0.9557072581386665,1
782.921499,3.4597423427647875,1
800.729557,-0.9772866791279466,1
818.9363519999999,-0.19201795524202128,1
836.945171,-1.1006141698438558,1
854.952952,0.20804903295418684,1
872.761076,0.9108420157761805,1
890.754172,-0.07254123762653517,1
908.962642,-0.5840045010724049,1
926.9723949999999,-0.7095499792964378,1
944.80027,0.2598454231004671,1
962.7884640000001,-0.5941110746255273,1
